refseq	name
NM_000514	GDNF
NM_000512	GALNS
NM_000499	CYP1A1
NM_001311256	BLOC1S6
NM_000508	FGA
NM_000498	CYP11B2
NM_000497	CYP11B1
NM_022728	NEUROD6
NM_001256063	CNTN1
NM_001256062	THTPA
NM_001255995	IFT43
NM_001253915	TBC1D1
NM_001253914	TBC1D1
NM_001253913	TBC1D1
NM_001253912	TBC1D1
NM_001204887	RAB43
NM_001171134	FAM3A
NM_001166359	SHMT2
NM_001166358	SHMT2
NM_001166357	SHMT2
NM_001166356	SHMT2
NM_001174103	SGK494
NM_001174092	TMEM185A
NM_001173991	TMEM216
NM_001174101	PRR7
NM_001174090	SLC4A11
NM_001174089	SLC4A11
NM_001173989	RABL6
NM_001174100	PCBP4
NM_001173990	TMEM216
NM_001174088	NCOA3
NM_001173988	RABL6
NM_001174087	NCOA3
NM_017890	VPS13B
NM_018182	FAM222B
NM_018176	LGI2
NM_017891	C1orf159
NM_001130918	TTLL6
NM_001123385	BCOR
NM_001123355	PPP6C
NM_001039891	ZNF674
NM_015447	CAMSAP1
NM_015833	ADARB1
NM_015832	MBD2
NM_015831	ACHE
NM_015727	TACR1
NM_015726	DCAF8
NM_007107	SSR3
NM_006594	AP4B1
NM_015722	CALY
NM_016174	CERCAM
NM_015719	COL5A3
NM_001256686	CSNK2A3
NM_130464	NPIPB3
NM_019885	CYP26B1
NM_001201549	SLC16A4
NM_001199577	GIMAP1-GIMAP5
NM_001199573	TRIM22
NM_000290	PGAM2
NM_174901	FAM9C
NM_001290155	C19orf48
NM_001142408	CRISP2
NM_002190	IL17A
NM_004358	CDC25B
NM_004357	CD151
NM_004356	CD81
NM_004355	CD74
NM_004354	CCNG2
NM_004352	CBLN1
NM_005293	GPR20
NM_005638	VAMP7
NM_004350	RUNX3
NM_004346	CASP3
NM_004345	CAMP
NM_004343	CALR
NM_004892	SEC22B
NM_006876	B4GAT1
NM_013400	REPIN1
NM_014005	PCDHA9
NM_013436	NCKAP1
NM_013388	PREB
NM_001291815	HMCN2
NM_001291814	SLC25A29
NM_001291813	SLC25A29
NM_001291463	TBC1D3I
NM_001301101	PPCDC
NM_001301102	PPCDC
NM_001301103	PPCDC
NM_001291823	KLRF1
NM_001291822	KLRF1
NM_001301107	CCDC53
NM_001301097	KIRREL3
NM_001130404	PRR20B
NM_001011553	SEPT7
NM_001011657	ZMAT1
NM_001011655	TMEM44
NM_001011649	CDK5RAP2
NM_001270500	CA6
NM_001038707	CDC42SE1
NM_001170753	PPP1R32
NM_001135685	LTK
NM_001145313	FSD1L
NM_001164675	SUMF1
NM_001164674	SUMF1
NM_001167830	TMED5
NM_004931	CD8B
NM_005031	FXYD1
NM_005029	PITX3
NM_004930	CAPZB
NM_005311	GRB10
NM_005028	PIP4K2A
NM_006477	RASL10A
NM_005310	GRB7
NM_020473	PIGA
NM_020236	MRPL1
NM_020235	BBX
NM_001031732	YTHDC1
NM_001135599	TGFB2
NM_001130860	HEPH
NM_001130859	PPIP5K1
NM_001130858	PPIP5K1
NM_001306085	ATP9B
NM_001014834	PAK4
NM_001014832	PAK4
NM_001008657	TCOF1
NM_001040058	SPP1
NM_001037872	REV1
NM_001017408	GOPC
NM_001017398	TRIM36
NM_001017397	TRIM36
NM_001017396	ZNF2
NM_001017405	MAEA
NM_001127199	GAGE12D
NM_001024226	ARF1
NM_020533	MCOLN1
NM_020532	RTN4
NM_020531	APMAP
NM_020529	NFKBIA
NM_020530	OSM
NM_020528	PCBP3
NM_020526	EPHA8
NM_020525	IL22
NM_020524	PBXIP1
NM_020482	FHL5
NM_020782	KLHL42
NM_020778	ALPK3
NM_020773	TBC1D14
NM_020759	STARD9
NM_001195528	TPBGL
NM_001195522	MPC1L
NM_001184900	CARD8
NM_001169574	CXorf58
NM_001170570	CXorf56
NM_001170569	CXorf56
NM_007157	ZXDB
NM_007156	ZXDA
NM_002923	RGS2
NM_003023	SH3BP2
NM_021019	MYL6
NM_020781	ZNF398
NM_001256238	PGAP2
NM_004317	ASNA1
NM_004316	ASCL1
NM_001316668	DLC1
NM_004845	PCYT1B
NM_004844	SH3BP5
NM_004843	IL27RA
NM_005175	ATP5G1
NM_004841	RASAL2
NM_005167	PPM1J
NM_005157	ABL1
NM_004838	HOMER3
NM_199461	NANOS1
NM_001025205	AP2M1
NM_001025195	CES1
NM_001025194	CES1
NM_001031713	MCUR1
NM_001128148	TFRC
NM_001256910	DDX21
NM_001122890	GGT6
NM_001256909	CYBRD1
NM_001122853	MYOZ3
NM_001282631	ARSE
NM_001282632	GBGT1
NM_001122848	SLC6A12
NM_001122847	SLC6A12
NM_001122842	NCOA7
NM_001122841	FRMD1
NM_001122839	SLC50A1
NM_001080436	WTIP
NM_001127325	MAD2L2
NM_001127323	GRM8
NM_001127322	CBX5
NM_001127321	CBX5
NM_001134870	PPP1R18
NM_001282624	LMNA
NM_002996	CX3CL1
NM_001007068	SDCBP
NM_003105	SORL1
NM_001081492	KRT80
NM_001081491	NXF1
NM_001135036	TVP23C
NM_001145783	BORCS8
NM_001145524	YPEL3
NM_001135707	ACBD4
NM_174892	CD300LB
NM_174902	LDLRAD3
NM_174891	C14orf79
NM_001142319	C2orf44
NM_001142318	TXNL4B
NM_001142317	TXNL4B
NM_001144762	TLE2
NM_002592	PCNA
NM_002909	REG1A
NM_002591	PCK1
NM_003005	SELP
NM_002590	PCDH8
NM_002589	PCDH7
NM_002588	PCDHGC3
NM_002587	PCDH1
NM_003160	AURKC
NM_001293739	ECSCR
NM_001042574	CRTC3
NM_001099697	RSPH10B2
NM_001130183	DNAJA4
NM_001308020	PIK3C3
NM_001114753	ENG
NM_001114752	CD55
NM_001128166	PAK3
NM_001114735	BCL2A1
NM_001114734	PABPC4L
NM_001114726	PRRT4
NM_147195	ANKRD18A
NM_147204	TRPV4
NM_152943	ZNF268
NM_152945	RBM45
NM_178233	OTOP3
NM_000341	SLC3A1
NM_000339	SLC12A3
NM_001135	ACAN
NM_001134	AFP
NM_001133	AFM
NM_006997	TACC2
NM_014253	TENM1
NM_001034850	FAM134B
NM_000844	GRM7
NM_003990	PAX2
NM_002907	RECQL
NM_005459	GUCA1C
NM_005458	GABBR2
NM_005456	MAPK8IP1
NM_005455	ZRANB2
NM_005454	CER1
NM_005453	ZBTB22
NM_005452	WDR46
NM_005694	COX17
NM_005533	IFI35
NM_006154	NEDD4
NM_005448	BMP15
NM_005447	RASSF9
NM_005446	P2RX6
NM_005445	SMC3
NM_013432	TONSL
NM_001242901	DPP9-AS1
NM_004897	MINPP1
NM_004906	WTAP
NM_005006	NDUFS1
NM_001302816	DMTN
NM_001291462	TBC1D3G
NM_001291462	TBC1D3G
NM_001291459	TBC1D3L
NM_001278461	COBLL1
NM_001278624	NFXL1
NM_001278623	NFXL1
NM_001282556	HHLA2
NM_001282804	SENP7
NM_001282803	SENP7
NM_001282760	TLE4
NM_001282934	PRDM15
NM_001282866	MARCH8
NM_001282865	TMEM108
NM_001282864	SLC2A11
NM_001282863	RSPO2
NM_001282597	CTNNA2
NM_001282861	GON4L
NM_001282859	XRN1
NM_001282860	GON4L
NM_001282858	GON4L
NM_020988	GNAO1
NM_003493	HIST3H3
NM_000504	F10
NM_000441	SLC26A4
NM_001065	TNFRSF1A
NM_001064	TKT
NM_000439	PCSK1
NM_000438	PAX3
NM_001062	TCN1
NM_000958	PTGER4
NM_000956	PTGER2
NM_002786	PSMA1
NM_003284	TNP1
NM_003509	HIST1H2AI
NM_003495	HIST1H4I
NM_000933	PLCB4
NM_000945	PPP3R1
NM_000948	PRL
NM_024656	COLGALT1
NM_001297769	MRPS18C
NM_001292035	TAB2
NM_004323	BAG1
NM_004311	ARL3
NM_004299	ABCB7
NM_003838	FPGT
NM_001007070	SDCBP
NM_003834	RGS11
NM_001300974	ETV2
NM_001291315	PRH1
NM_001300976	ANKRD42
NM_001291314	PRH1
NM_001300977	ANKRD42
NM_001291977	SPARCL1
NM_001136533	DCAF8L2
NM_001005388	NFASC
NM_001005474	NFKBIZ
NM_001142551	WDR47
NM_001142432	MORF4L2
NM_001142431	MORF4L2
NM_001142429	MORF4L2
NM_001142430	MORF4L2
NM_001142428	MORF4L2
NM_000399	EGR2
NM_000410	HFE
NM_003291	TPP2
NM_001198941	DTNA
NM_003155	STC1
NM_006076	AGFG2
NM_005975	PTK6
NM_198451	FOXR2
NM_002334	LRP4
NM_003350	UBE2V2
NM_002751	MAPK11
NM_152316	ARL14EP
NM_002742	PRKD1
NM_006025	ENDOU
NM_006022	TSC22D1
NM_006020	ALKBH1
NM_005918	MDH2
NM_005917	MDH1
NM_005678	SNURF
NM_005677	COLQ
NM_005676	RBM10
NM_005675	DGCR6
NM_005674	ZNF239
NM_175921	C5orf51
NM_175920	LNPEP
NM_003310	TSSC1
NM_003785	PAGE1
NM_003308	TSPY1
NM_001166346	MDFIC
NM_001166345	MDFIC
NM_001166343	MFNG
NM_001166339	SPDYE2B
NM_001166339	SPDYE2B
NM_001199324	ZNF615
NM_005240	ETV3
NM_005536	IMPA1
NM_014780	CUL7
NM_001226	CASP6
NM_001225	CASP4
NM_012142	CCNDBP1
NM_001251828	MAGEA10
NM_014003	DHX38
NM_014016	SACM1L
NM_014011	SOCS5
NM_014001	GGA3
NM_014000	VCL
NM_013453	SPANXA1
NM_013453	SPANXA1
NM_013451	MYOF
NM_005402	RALA
NM_005392	PHF2
NM_005391	PDK3
NM_005401	PTPN14
NM_005389	PCMT1
NM_005400	PRKCE
NM_005387	NUP98
NM_004579	MAP4K2
NM_022645	CSH2
NM_001206841	TGOLN2
NM_023037	FRY
NM_022576	PDC
NM_022574	GIGYF1
NM_022573	TSPY2
NM_022572	PNKD
NM_022570	CLEC7A
NM_022569	NDST4
NM_001220476	PPFIA2
NM_001001928	PPARA
NM_005486	TOM1L1
NM_006246	PPP2R5E
NM_004175	SNRPD3
NM_003789	TRADD
NM_003800	RNGTT
NM_014676	PUM1
NM_015336	ZDHHC17
NM_015335	MED13L
NM_177537	MAGED4B
NM_014394	GHITM
NM_014392	NSG1
NM_014640	TTLL4
NM_014391	ANKRD1
NM_031866	FZD8
NM_002621	CFP
NM_002619	PF4
NM_002618	PEX13
NM_003902	FUBP1
NM_004001	FCGR2B
NM_004145	MYO9B
NM_004140	LLGL1
NM_004139	LBP
NM_004138	KRT33A
NM_004137	KCNMB1
NM_004570	PIK3C2G
NM_018229	AP5M1
NM_018702	ADARB2
NM_018337	ZNF444
NM_018335	ZNF839
NM_018362	LIN7C
NM_018361	AGPAT5
NM_207032	EDN3
NM_001243526	HYI
NM_001243519	ESRRG
NM_001243518	ESRRG
NM_001243515	ESRRG
NM_001243514	ESRRG
NM_001243513	ESRRG
NM_001243512	ESRRG
NM_001243511	ESRRG
NM_001243510	ESRRG
NM_001243509	ESRRG
NM_001243507	ESRRG
NM_001243506	ESRRG
NM_001243505	ESRRG
NM_001243491	SETDB1
NM_001243212	CCER2
NM_001243211	IL18
NM_001243475	B9D1
NM_001242893	CSDE1
NM_001243473	B9D1
NM_001243467	UBASH3A
NM_001243439	SPECC1
NM_001243438	SPECC1
NM_001256095	MYH10
NM_001243425	TTC39C
NM_001243399	GLRX2
NM_001243403	CLEC16A
NM_001243392	SLC6A13
NM_001243156	TAF1C
NM_001243126	KLK7
NM_001243374	CLCN3
NM_001243372	CLCN3
NM_001243299	APLP2
NM_001197323	HIRIP3
NM_001195831	CFAP57
NM_001293069	CHN2
NM_001293070	CHN2
NM_001293071	CHN2
NM_001293072	CHN2
NM_001293073	CHN2
NM_013993	DDR1
NM_130384	ATRIP
NM_100486	WAC
NM_001256716	DNAAF3
NM_001002033	HN1
NM_001014445	NLE1
NM_001277223	TAGLN2
NM_001277224	TAGLN2
NM_001277225	GBA3
NM_001277226	LGR5
NM_001304358	ZFP42
NM_006838	METAP2
NM_001256889	FAM26D
NM_001289080	CNTN6
NM_001287443	JADE1
NM_001159710	BTNL8
NM_001160708	POLR3B
NM_001166284	CCT7
NM_001166283	RGMA
NM_001197320	MCL1
NM_001195132	CDKN2A
NM_001171511	MCFD2
NM_001171510	MCFD2
NM_001171509	MCFD2
NM_001171508	MCFD2
NM_001171507	MCFD2
NM_001171506	MCFD2
NM_001171251	C17orf53
NM_001171197	ELAVL2
NM_001171195	ELAVL2
NM_001171204	UBAP1
NM_001171203	UBAP1
NM_001171193	GDPD2
NM_001171192	GDPD2
NM_001195381	GPR35
NM_005274	GNG5
NM_001291438	OR8G2
NM_001142526	BHLHB9
NM_001142525	BHLHB9
NM_001163424	MYEOV2
NM_001163423	ZNF580
NM_001173525	TROVE2
NM_001206941	TCAF1
NM_001166417	SSX2IP
NM_001206945	CSPG5
NM_001171610	LDB3
NM_207115	ZNF580
NM_207113	SLC37A3
NM_014945	ABLIM3
NM_001308093	GATA4
NM_001308103	EGLN3
NM_018110	DOK4
NM_001306076	CCDC18
NM_001135936	POSTN
NM_001136036	ZNF692
NM_001145658	RAP1GAP
NM_001549	IFIT3
NM_001199	BMP1
NM_001198	PRDM1
NM_001207	BTF3
NM_001197	BIK
NM_001196	BID
NM_001206	KLF9
NM_001205	BNIP1
NM_001195	BFSP1
NM_001194	HCN2
NM_002495	NDUFS4
NM_002494	NDUFC1
NM_002493	NDUFB6
NM_002492	NDUFB5
NM_001201	BMP3
NM_001006607	LRRC37A2
NM_001190	BCAT2
NM_001189	NKX3-2
NM_001188	BAK1
NM_001186	BACH1
NM_001185	AZGP1
NM_001184	ATR
NM_173825	RABL3
NM_173824	C3orf38
NM_174911	FAM84B
NM_174907	PPP4R2
NM_173815	CES4A
NM_001143978	ZCCHC18
NM_001143976	WEE1
NM_001144074	DET1
NM_001143974	ASAH2
NM_001191055	ERVV-2
NM_001184939	EPB41L5
NM_001203251	MAPT
NM_001184938	EPB41L5
NM_024537	CARS2
NM_024540	MRPL24
NM_001243144	NUSAP1
NM_001243143	NUSAP1
NM_001243142	NUSAP1
NM_001291279	SERPINB11
NM_032725	BUD13
NM_032718	MFSD9
NM_001288809	ZNF707
NM_030936	RNF32
NM_031899	GORASP1
NM_031417	MARK4
NM_030933	SHCBP1L
NM_031845	MAP2
NM_031479	INHBE
NM_031478	FAM57B
NM_030929	KAZALD1
NM_030930	UNC93B1
NM_030928	CDT1
NM_030927	TSPAN14
NM_030926	ITM2C
NM_030925	CAB39L
NM_006630	ZNF234
NM_001306190	AUH
NM_133330	WHSC1
NM_133329	KCNG3
NM_133328	DEDD2
NM_133326	ATP6V1G3
NM_133325	PHF10
NM_001308025	TICRR
NM_004537	NAP1L1
NM_138492	PRELID2
NM_080423	PTPN2
NM_001202554	PIGV
NM_001037232	ZNF829
NM_001100598	ZNF707
NM_022716	PRRX1
NM_022664	ECM1
NM_022662	ANAPC1
NM_001135745	ALS2
NM_001127176	MRO
NM_001127175	MRO
NM_001127174	MRO
NM_001127173	CADM3
NM_001206954	AGER
NM_001143940	LGSN
NM_001099735	CKMT2
NM_001100623	PLEKHB2
NM_001015508	PURG
NM_001039661	TIRAP
NM_001040661	SLC29A4
NM_001039660	IL18BP
NM_001123384	BCOR
NM_001165037	GABRA5
NM_001165036	OGDH
NM_001163678	SHOX2
NM_020475	ANK1
NM_019080	NDFIP2
NM_020715	PLEKHH1
NM_018979	WNK1
NM_019079	L1TD1
NM_018977	NLGN3
NM_019077	UGT1A7
NM_018477	ACTR10
NM_019076	UGT1A8
NM_019075	UGT1A10
NM_198953	NUDT1
NM_199053	TRAPPC11
NM_018319	TDP1
NM_001205296	TTF1
NM_001205294	CACNA1E
NM_001242575	LOC100130451
NM_001242560	MAP4K4
NM_020772	NUFIP2
NM_020771	HACE1
NM_022034	CUZD1
NM_021047	ZNF253
NM_024332	BRCC3
NM_020314	C16orf62
NM_001306212	THBS4
NM_020312	COQ9
NM_020311	ACKR3
NM_020309	SLC17A7
NM_024805	RBFA
NM_024795	TM4SF20
NM_024794	EPHX3
NM_032433	ZNF333
NM_032562	PLA2G12B
NM_032556	IL1F10
NM_032539	SLITRK2
NM_032527	ZGPAT
NM_032430	BRSK1
NM_032429	LZTS2
NM_079423	MYL6
NM_079422	MYL1
NM_078476	BTN2A1
NM_032787	ADGRG7
NM_078473	TM2D2
NM_078471	MYO18A
NM_145764	MGST1
NM_145762	GFRA4
NM_145756	ZNF396
NM_001160179	NAT1
NM_001161657	MYB
NM_000423	KRT2
NM_001172705	EIF4G2
NM_054013	MGAT4B
NM_054012	ASS1
NM_053285	TEKT1
NM_053284	WFIKKN1
NM_053283	DCD
NM_053282	SH2D1B
NM_053281	DACH2
NM_053280	ODF3
NM_016944	TAS2R4
NM_016943	TAS2R3
NM_001173542	BANP
NM_015384	NIPBL
NM_001129839	CACNA1C
NM_001105530	CAP1
NM_001130483	VRK2
NM_001130980	DYSF
NM_001146321	GRAMD3
NM_001905	CTPS1
NM_080647	TBX1
NM_080646	TBX1
NM_003577	UTF1
NM_003574	VAPA
NM_001163124	RDM1
NM_001005361	DNM2
NM_001127195	CNBP
NM_001164182	ENTPD1
NM_001177520	ALPL
NM_001177515	ABHD16A
NM_000293	PHKB
NM_020633	VN1R1
NM_001073	UGT2B11
NM_003114	SPAG1
NM_002988	CCL18
NM_153038	CCDC140
NM_004849	ATG5
NM_152909	ZNF548
NM_007254	PNKP
NM_006691	LYVE1
NM_006017	PROM1
NM_006016	CD164
NM_005916	MCM7
NM_006243	PPP2R5A
NM_005915	MCM6
NM_005914	MCM4
NM_001033521	CSTF1
NM_001010978	LDLRAD1
NM_001010847	LRRC38
NM_001010846	SHE
NM_001080779	MYO1C
NM_001102669	RRAS2
NM_001112808	FPGT-TNNI3K
NM_001123392	TBC1D3H
NM_001098519	LRRC43
NM_001124756	PABPC1L
NM_003544	HIST1H4B
NM_003547	HIST1H4G
NM_001130971	NSMF
NM_001198780	ARPC4
NM_001170634	FUS
NM_001202465	ZMYND11
NM_001202464	ZMYND11
NM_001202457	ZNF816
NM_178550	CCDC190
NM_178549	ZNF678
NM_203378	MB
NM_198991	KCTD1
NM_001256394	NOL8
NM_001998	FBLN2
NM_001257391	CD63
NM_001258241	TMEM218
NM_001258240	TMEM218
NM_001258239	TMEM218
NM_001258222	KCTD1
NM_001258221	KCTD1
NM_001258220	MIS12
NM_001258219	MIS12
NM_001258218	MIS12
NM_001258217	MIS12
NM_001258216	IL12RB2
NM_001258215	IL12RB2
NM_001258214	IL12RB2
NM_001258211	FBXO16
NM_001258210	TSKU
NM_001258209	HMBS
NM_001258208	HMBS
NM_000525	KCNJ11
NM_001098205	HNRNPF
NM_001130105	COL4A3BP
NM_001130103	COL13A1
NM_001080446	C11orf94
NM_001080442	SLC38A8
NM_001165252	KRTAP2-3
NM_001144832	TTC39A
NM_001144829	FMO5
NM_001144830	FMO5
NM_001144827	RPUSD4
NM_001144826	RUNDC3A
NM_001144825	RUNDC3A
NM_002286	LAG3
NM_000641	IL11
NM_001164	APBB1
NM_001165	BIRC3
NM_001166	BIRC2
NM_001239	CCNH
NM_001240	CCNT1
NM_001903	CTNNA1
NM_001242	CD27
NM_001241	CCNT2
NM_001010909	MUC21
NM_001042473	ACBD5
NM_001025356	ANO6
NM_001757	CBR1
NM_001279360	LYPLA1
NM_001279359	LYPLA1
NM_001279358	LYPLA1
NM_001279357	LYPLA1
NM_001279356	LYPLA1
NM_001279354	VPS45
NM_001279353	VPS45
NM_001077442	HNRNPC
NM_001127221	CACNA1A
NM_001101801	FAM13B
NM_001144777	ELAVL4
NM_001144776	ELAVL4
NM_001197287	OR11H2
NM_001144774	ELAVL4
NM_001160364	TMC7
NM_001159353	REG4
NM_001144767	UGT2B10
NM_001144767	UGT2B10
NM_001243080	ELF5
NM_001243081	ELF5
NM_001270501	CA6
NM_001270502	CA6
NM_001035223	RGL3
NM_001040627	NCALD
NM_001308230	ATXN2L
NM_001282182	PPP2R5E
NM_001282391	EPC1
NM_001282598	CTNNA2
NM_001282599	CTNNA2
NM_001282713	FAM107A
NM_001282714	FAM107A
NM_001282554	BTBD3
NM_001282552	BTBD3
NM_001288668	HCFC1R1
NM_001258323	TP53I11
NM_001258291	PRSS36
NM_001258441	BLNK
NM_080601	PTPN11
NM_001258464	PAX6
NM_001258463	PAX6
NM_001258460	PHKG1
NM_001258462	PAX6
NM_001258461	FASTK
NM_001258438	TARS
NM_001258446	TOP1MT
NM_001258459	PHKG1
NM_001258456	TNIP1
NM_001258455	TNIP1
NM_001258454	TNIP1
NM_001258451	PKMYT1
NM_001258450	PKMYT1
NM_001258447	TOP1MT
NM_001040162	C16orf13
NM_001031745	RIBC1
NM_001080545	PPP1R1C
NM_001037813	ZNF284
NM_001080770	KIR2DL4
NM_001034077	HIST2H4B
NM_001024599	HIST2H2BF
NM_001012967	DDX60L
NM_003481	USP5
NM_003615	SLC4A7
NM_003614	GALR3
NM_003613	CILP
NM_003612	SEMA7A
NM_003611	OFD1
NM_052939	FCRL3
NM_053039	UGT2B28
NM_052940	LRRC42
NM_052938	FCRL1
NM_052937	PCMTD1
NM_052936	ATG4A
NM_053035	MRPS33
NM_052935	NT5C3B
NM_053034	ANTXR1
NM_052934	SLC26A9
NM_058190	FAM207A
NM_052932	TMEM123
NM_053032	MYLK
NM_053031	MYLK
NM_052931	SLAMF6
NM_052929	FHAD1
NM_052928	SMYD4
NM_053028	MYLK
NM_052927	PWWP2A
NM_053027	MYLK
NM_006196	PCBP1
NM_001282700	FAM107B
NM_001161748	LIM2
NM_001006941	ALG3
NM_001146258	PIP4K2C
NM_001146257	ZDHHC15
NM_001146256	ZDHHC15
NM_001161347	CHFR
NM_001172743	RAI2
NM_001172739	RAI2
NM_001172732	RAI2
NM_001172713	GOLGA4
NM_003505	FZD1
NM_001135191	ASAP2
NM_001136049	LMLN
NM_001136230	HSD17B13
NM_001135947	URM1
NM_001167902	PGPEP1L
NM_001167890	EGFL6
NM_001167882	ANKRD50
NM_001171581	ITM2A
NM_032217	ANKRD17
NM_032214	SLA2
NM_032213	ELMOD3
NM_032211	LOXL4
NM_032290	SLF1
NM_032208	ANTXR1
NM_032207	C19orf44
NM_032206	NLRC5
NM_001190458	DOCK8
NM_001312646	UBE2K
NM_001311311	VKORC1
NM_152499	CCDC24
NM_152498	CFAP57
NM_152496	MANEAL
NM_152495	CNIH3
NM_138334	JOSD2
NM_152504	C20orf196
NM_152494	DCST1
NM_152493	ZNF362
NM_152503	MROH8
NM_152492	CCDC27
NM_152491	PM20D1
NM_152542	PPM1K
NM_152490	B3GALNT2
NM_152538	IGSF11
NM_152487	TMEM56
NM_152486	SAMD11
NM_152484	ZNF569
NM_152482	C19orf25
NM_152525	ALS2CR11
NM_152479	TTC9B
NM_152478	ZNF583
NM_152477	ZNF565
NM_152476	ZNF560
NM_152475	ZNF417
NM_152474	C19orf18
NM_001081752	ELN
NM_001199900	PDK2
NM_001199888	IL7
NM_002208	ITGAE
NM_053278	TAAR8
NM_001130961	PLCH1
NM_001243746	FAM20A
NM_001276394	LDLRAD1
NM_020320	RARS2
NM_024742	ARMC5
NM_001243466	STARD13
NM_001244570	BID
NM_001244569	BID
NM_001244567	BID
NM_001256749	SSUH2
NM_017712	PGPEP1
NM_001142530	BHLHB9
NM_001146003	NEK11
NM_001145901	SARS2
NM_001145873	CD8A
NM_001145862	MTMR11
NM_001145861	POP1
NM_001145860	POP1
NM_014974	DIP2C
NM_015074	KIF1B
NM_001159846	MPND
NM_001178130	EGF
NM_001177664	RIF1
NM_017504	OR2M4
NM_080663	ERI2
NM_080662	PEX11G
NM_080660	ZC3HAV1L
NM_080659	C11orf52
NM_080658	ACY3
NM_080657	RSAD2
NM_080656	CDKN2AIPNL
NM_022841	RFX7
NM_017978	ANKHD1
NM_022839	MRPS11
NM_001308209	PRSS57
NM_001308339	DENND5B
NM_022838	ARMCX5
NM_030642	APOL5
NM_000042	APOH
NM_000041	APOE
NM_000039	APOA1
NM_000040	APOC3
NM_000115	EDNRB
NM_000689	ALDH1A1
NM_000671	ADH5
NM_000036	AMPD1
NM_001131005	MEF2C
NM_001130690	PDE10A
NM_004541	NDUFA1
NM_004525	LRP2
NM_004075	CRY1
NM_006520	DYNLT3
NM_006519	DYNLT1
NM_001195257	LOC100133267
NM_001099434	DCDC2B
NM_001166265	LTBP1
NM_021619	PRDM12
NM_001172664	RAB40C
NM_001172663	RAB40C
NM_001172660	ZFYVE28
NM_001193434	PLEKHS1
NM_001142275	NIPA1
NM_001171932	CDH23
NM_001204112	BCL2L11
NM_001204094	MOB4
NM_006604	RFPL3
NM_001159673	SYNCRIP
NM_016408	CDK5RAP1
NM_016407	RTFDC1
NM_017832	FAM206A
NM_017554	PARP14
NM_016406	UFC1
NM_015865	SLC14A1
NM_016404	TRMT112
NM_016403	CWC15
NM_016391	NOP16
NM_016401	C11orf73
NM_016400	HYPK
NM_005103	FEZ1
NM_001136194	FASTKD2
NM_001170754	C1orf127
NM_001032393	HNRNPH2
NM_001032392	PLGLB1
NM_001032392	PLGLB1
NM_001032391	LCMT1
NM_001032387	SUOX
NM_001032386	SUOX
NM_001032384	PQBP1
NM_001032383	PQBP1
NM_001076683	UBTF
NM_001105563	CCHCR1
NM_001079935	OR7E24
NM_001085465	CTNND1
NM_001135664	RAB29
NM_001135663	RAB29
NM_016438	HIGD1B
NM_016102	TRIM17
NM_198527	HDDC3
NM_198526	ZNF710
NM_033187	KRTAP4-3
NM_033185	KRTAP3-3
NM_033184	KRTAP2-4
NM_001004309	ZNF774
NM_001031726	C19orf12
NM_001031725	DDX59
NM_001039592	SPAG8
NM_001039591	USP9X
NM_001040061	FOXL2NB
NM_001048205	REC8
NM_001104629	C4orf19
NM_001114172	PIK3R3
NM_001104590	SLFN11
NM_001104589	SLFN11
NM_001104588	SLFN11
NM_001104587	SLFN11
NM_001104586	CARF
NM_001104577	SLC52A1
NM_001104558	ELOVL7
NM_001122834	HHAT
NM_000449	RFX5
NM_000448	RAG1
NM_000447	PSEN2
NM_000446	PON1
NM_000445	PLEC
NM_000444	PHEX
NM_001077526	MTMR14
NM_001135239	LDHA
NM_001130049	DOCK9
NM_001025081	MBP
NM_001025077	CELF2
NM_001197051	ZFP91
NM_001197030	ANKHD1
NM_001267709	ZNF706
NM_001267699	RPS3A
NM_001267708	ZNF706
NM_001267698	CD63
NM_001267706	CD274
NM_001267701	CLECL1
NM_001257357	RAB44
NM_001256166	BIRC2
NM_001256163	BIRC2
NM_001267623	ITPA
NM_001267057	CASP7
NM_001267056	CASP7
NM_001267068	PLEKHB2
NM_001267067	PLEKHB2
NM_001267615	SLC4A8
NM_001267614	GPR161
NM_001267613	GPR161
NM_001267612	GPR161
NM_001267611	GPR161
NM_001267610	GPR161
NM_001267609	GPR161
NM_001267064	PLEKHB2
NM_001267607	ZNF248
NM_001267597	ZNF248
NM_001267606	ZNF248
NM_001267605	ZNF248
NM_001267595	SENP1
NM_001114120	DEPDC1
NM_001314060	ZNF510
NM_001163942	ABCB5
NM_001163941	ABCB5
NM_001127628	FBP1
NM_001098268	LIG4
NM_001098213	HRH1
NM_001256235	PGAP2
NM_001282697	FAM107B
NM_001009555	SH3D19
NM_001014291	SPRR2G
NM_001018039	SFMBT2
NM_001190799	PLK4
NM_001195055	DDIT3
NM_001195054	DDIT3
NM_001193369	DIDO1
NM_001164616	FZD6
NM_001164615	FZD6
NM_000993	RPL31
NM_001102	ACTN1
NM_000992	RPL29
NM_001092	ABR
NM_001305225	LOC100506127
NM_001170331	LANCL3
NM_001170330	C4orf3
NM_001169154	PIH1D3
NM_001553	IGFBP7
NM_001552	IGFBP4
NM_001542	IGSF3
NM_001541	HSPB2
NM_139211	HOPX
NM_139209	GRK7
NM_139199	BRD8
NM_001202456	ZNF816
NM_001202475	CRHR2
NM_001202474	PGR
NM_001202473	ZNF816-ZNF321P
NM_001002843	ZNF280D
NM_002403	MFAP2
